id|code|book|chapter|verse|end|text
GEN.12.7|GEN|Genesis|13|7|7|Zo verscheen de Heere aan Abram, en zeide: Aan uw zaad zal Ik dit land geven. Toen bouwde hij aldaar een altaar voor de Heere , Die hem verschenen was.
GEN.12.8|GEN|Genesis|13|8|8|En hij brak op van daar naar het gebergte, tegen het oosten van Beth-El, en hij sloeg zijn tent op, zijnde Beth-El tegen het westen, en Ai tegen het oosten; en hij bouwde daar de Heere een altaar, en riep de Naam des Heeren aan.
GEN.12.9|GEN|Genesis|13|9|9|Daarna vertrok Abram, gaande en trekkende naar het zuiden.
GEN.12.10|GEN|Genesis|13|10|10|En er was honger in dat land; zo trok Abram af naar Egypte, om daar als een vreemdeling te verkeren, omdat de honger zwaar was in dat land.
GEN.12.11|GEN|Genesis|13|11|11|En het geschiedde, toen hij naderde, om in Egypte te komen, dat hij zeide tot Sarai, zijn vrouw: Zie toch, ik weet, dat gij een vrouw zijt, schoon van aangezicht.
GEN.12.12|GEN|Genesis|13|12|12|En het zal geschieden, als u de Egyptenaars zullen zien, zo zullen zij zeggen: Dat is zijn vrouw; en zij zullen mij doden, en u in het leven behouden.
GEN.12.13|GEN|Genesis|13|13|13|Zeg toch: Gij zijt mijn zuster; opdat het mij wel ga om u, en mijn ziel om uwentwil leve.
GEN.12.14|GEN|Genesis|13|14|14|En het geschiedde, toen Abram in Egypte kwam, dat de Egyptenaars deze vrouw zagen, dat zij zeer schoon was.
GEN.12.15|GEN|Genesis|13|15|15|Ook zagen haar de vorsten van Faraö, en prezen haar bij Faraö; en die vrouw werd weggenomen naar het huis van Faraö.
GEN.12.16|GEN|Genesis|13|16|16|En hij deed Abram goed, om harentwil; zodat hij had schapen, en runderen, en ezels, en knechten, en maagden, en ezelinnen, en kamelen.
GEN.12.17|GEN|Genesis|13|17|17|Maar de  Heere plaagde Faraö met grote plagen, ook zijn huis, ter oorzake van Sarai, Abrams vrouw.
GEN.12.18|GEN|Genesis|13|18|18|Toen riep Faraö Abram, en zeide: Wat is dit, dat gij mij gedaan hebt? waarom hebt gij mij niet te kennen gegeven, dat zij uw vrouw is?
GEN.12.19|GEN|Genesis|13|19|19|Waarom hebt gij gezegd: Zij is mijn zuster; zodat ik haar mij tot een vrouw zou genomen hebben? en nu, zie, daar is uw vrouw; neem haar en ga heen!
GEN.12.20|GEN|Genesis|13|20|20|En Faraö gebood zijn mannen aangaande hem, en zij geleidden hem, en zijn vrouw, en alles wat hij had.
GEN.13.1|GEN|Genesis|14|1|1|Alzo trok Abram op uit Egypte naar het zuiden, hij en zijn vrouw, en al wat hij had, en Lot met hem.
GEN.13.2|GEN|Genesis|14|2|2|En Abram was zeer rijk, in vee, in zilver, en in goud.
GEN.13.3|GEN|Genesis|14|3|3|En hij ging, volgens zijn reizen, van het zuiden tot Beth-El toe, tot aan de plaats, waar zijn tent in het begin geweest was, tussen Beth-El, en tussen Ai;
GEN.13.4|GEN|Genesis|14|4|4|Tot de plaats van het altaar, dat hij in het eerst daar gemaakt had; en Abram heeft aldaar de Naam des Heeren aangeroepen.
GEN.13.5|GEN|Genesis|14|5|5|En Lot, die met Abram trok, had ook schapen, en runderen, en tenten.
GEN.13.6|GEN|Genesis|14|6|6|En dat land droeg hen niet, om samen te wonen; want hun have was veel, zodat zij samen niet konden wonen.
GEN.13.7|GEN|Genesis|14|7|7|En er was twist tussen de herders van Abrams vee, en tussen de herders van Lots vee. Ook woonden toen de Kanaänieten en Ferezieten in dat land.
GEN.13.8|GEN|Genesis|14|8|8|En Abram zeide tot Lot: Laat toch geen twisting zijn tussen mij en tussen u, en tussen mijn herders en tussen uw herders; want wij zijn mannen broeders.
GEN.13.9|GEN|Genesis|14|9|9|Is niet het ganse land voor uw aangezicht? Scheid u toch van mij; zo gij de linkerhand kiest , zo zal ik ter rechterhand gaan; en zo gij de rechterhand, zo zal ik ter linkerhand gaan.
GEN.13.10|GEN|Genesis|14|10|10|En Lot hief zijn ogen op, en hij zag de ganse vlakte der Jordaan, dat zij die geheel bevochtigde; eer de Heere Sódom en Gomórra verdorven had, was zij als de hof des Heeren , als Egypteland, als gij komt te Zoar.
GEN.13.11|GEN|Genesis|14|11|11|Zo koos Lot voor zich de ganse vlakte der Jordaan, en Lot trok naar het oosten; en zij werden gescheiden, de een van de ander.
GEN.13.12|GEN|Genesis|14|12|12|Abram dan woonde in het land Kanaän; en Lot woonde in de steden der vlakte, en sloeg tenten tot aan Sódom toe.
GEN.13.13|GEN|Genesis|14|13|13|En de mannen van Sódom waren boos, en grote zondaars tegen de Heere .
GEN.13.14|GEN|Genesis|14|14|14|En de Heere zeide tot Abram, nadat Lot van hem gescheiden was: Hef uw ogen op, en zie van de plaats, waar gij zijt noordwaarts en zuidwaarts, en oostwaarts en westwaarts.
GEN.13.15|GEN|Genesis|14|15|15|Want al dit land, dat gij ziet, zal Ik u geven, en aan uw zaad, tot in eeuwigheid.
GEN.13.16|GEN|Genesis|14|16|16|En Ik zal uw zaad stellen als het stof der aarde, zodat, indien iemand het stof der aarde zal kunnen tellen, ook uw zaad geteld zal worden.
GEN.13.17|GEN|Genesis|14|17|17|Maak u op, wandel door dit land, in zijn lengte en in zijn breedte, want Ik zal het u geven.
GEN.13.18|GEN|Genesis|14|18|18|En Abram sloeg tenten op, en kwam en woonde aan de eikenbossen van Mamre, die bij Hebron zijn; en hij bouwde aldaar de Heere een altaar.
GEN.14.1|GEN|Genesis|15|1|1|En het geschiedde in de dagen van Amrafel, de koning van Sinear, van Arioch, de koning van Ellasar, van Kedor-Laómer, de koning van Elam, en van Tídeal, de koning der volken;
GEN.14.2|GEN|Genesis|15|2|2|Dat zij krijg voerden met Bera, koning van Sódom, en met Birsa, koning van Gomórra, Sinab, koning van Adama, en Seméber, koning van Zebóïm, en de koning van Bela, dat is Zoar.
GEN.14.3|GEN|Genesis|15|3|3|Deze allen voegden zich samen in het dal Siddim, dat is de Zoutzee.
GEN.14.4|GEN|Genesis|15|4|4|Twaalf jaren hadden zij Kedor-Laómer gediend; maar in het dertiende jaar vielen zij af.
GEN.14.5|GEN|Genesis|15|5|5|Zo kwam Kedor-Laómer in het veertiende jaar, en de koningen, die met hem waren, en sloegen de Refaïeten in Asteroth-Karnáïm, en de Zuzieten in Ham, en de Emieten in Schave-Kiriatháïm;
GEN.14.6|GEN|Genesis|15|6|6|En de Horieten op hun gebergte Seïr, tot aan het effen veld van Paran, dat aan de woestijn is.
GEN.14.7|GEN|Genesis|15|7|7|Daarna keerden zij weer, en kwamen tot En-Mispat, dat is Kades, en sloegen al het land der Amalekieten, en ook de Amoriet, die te Házezon-Thamar woonde.
GEN.14.8|GEN|Genesis|15|8|8|Toen trok de koning van Sódom uit, en de koning van Gomórra, en de koning van Adama, en de koning van Zeboïm, en de koning van Bela, dat is Zoar; en zij stelden tegen hen slagorden in het dal Siddim,
GEN.14.9|GEN|Genesis|15|9|9|Tegen Kedor-Laómer, de koning van Elam, en Tideal, de koning der volken, en Amrafel, de koning van Sinear, en Arioch, de koning van Ellasar; vier koningen tegen vijf.
GEN.14.10|GEN|Genesis|15|10|10|Het dal nu van Siddim was vol lijmputten; en de koningen van Sódom en Gomórra vluchtten, en vielen aldaar; en de overgeblevenen vluchtten naar het gebergte.
GEN.14.11|GEN|Genesis|15|11|11|En zij namen al de have van Sódom en Gomórra, en al hun spijs, en trokken weg.
GEN.14.12|GEN|Genesis|15|12|12|Ook namen zij Lot, de zoon van Abrams broeder, en zijn have, en trokken weg; want hij woonde in Sódom.
GEN.14.13|GEN|Genesis|15|13|13|Toen kwam er een, die ontkomen was, en boodschapte het aan Abram, de Hebreeër, die woonachtig was aan de eikenbossen van Mamre, de Amoriet, broeder van Eskol, en broeder van Aner, die Abrams bondgenoten waren.
GEN.14.14|GEN|Genesis|15|14|14|Toen Abram hoorde, dat zijn broeder gevangen was, zo wapende hij zijn onderwezenen, de ingeborenen van zijn huis, driehonderd achttien, en hij joeg hen na tot Dan toe.
GEN.14.15|GEN|Genesis|15|15|15|En hij verdeelde zich tegen hen des nachts, hij en zijn knechten, en sloeg ze; en hij joeg hen na tot Hoba toe, dat ter linkerhand van Damaskus is.
GEN.14.16|GEN|Genesis|15|16|16|En hij bracht alle have terug, en ook Lot zijn broeder en diens have bracht hij terug, alsook de vrouwen, en het volk.
GEN.14.17|GEN|Genesis|15|17|17|En de koning van Sódom trok uit, hem tegemoet (nadat hij weergekeerd was van het slaan van Kedor-Laómer, en van de koningen, die met hem waren), tot het dal Schave, dat is, het dal des konings.
GEN.14.18|GEN|Genesis|15|18|18|En Melchizédek, koning van Salem, bracht voor brood en wijn; en hij was een priester van de allerhoogste God.
GEN.14.19|GEN|Genesis|15|19|19|En hij zegende hem, en zeide: Gezegend zij Abram Gode, de Allerhoogste, Die hemel en aarde bezit!
GEN.14.20|GEN|Genesis|15|20|20|En gezegend zij de allerhoogste God, Die uw vijanden in uw hand geleverd heeft! En hij gaf hem de tiende van alles.
GEN.14.21|GEN|Genesis|15|21|21|En de koning van Sódom zeide tot Abram: Geef mij de zielen; maar neem de have voor u.
GEN.14.22|GEN|Genesis|15|22|22|Doch Abram zeide tot de koning van Sódom: Ik heb mijn hand opgeheven tot de Heere , de allerhoogste God, Die hemel en aarde bezit;
GEN.14.23|GEN|Genesis|15|23|23|Zo ik van een draad aan tot een schoenriem toe, ja, zo ik van alles, dat het uwe is, iets neme! opdat gij niet zegt: Ik heb Abram rijk gemaakt!
GEN.14.24|GEN|Genesis|15|24|24|Het zij buiten mij; alleen wat de jongelingen verteerd hebben, en het deel van deze mannen, die met mij getrokken zijn, Aner, Eskol en Mamre, laat die hun deel nemen!
GEN.15.1|GEN|Genesis|16|1|1|Na deze dingen geschiedde het woord des Heeren tot Abram in een gezicht, zeggende: Vrees niet, Abram! Ik ben u een Schild, uw Loon zeer groot.
GEN.15.2|GEN|Genesis|16|2|2|Toen zeide Abram: Heere, Heere ! wat zult Gij mij geven, daar ik zonder kinderen heenga en de bezorger van mijn huis is deze Damaskener Eliëzer?
GEN.15.3|GEN|Genesis|16|3|3|Voorts zeide Abram: Zie, mij hebt Gij geen zaad gegeven, en zie, de zoon van mijn huis zal mijn erfgenaam zijn!
GEN.15.4|GEN|Genesis|16|4|4|En ziet, het woord des Heeren was tot hem, zeggende: Deze zal uw erfgenaam niet zijn; maar die uit uw lijf voortkomen zal, die zal uw erfgenaam zijn.
GEN.15.5|GEN|Genesis|16|5|5|Toen leidde Hij hem uit naar buiten, en zeide: Zie nu op naar de hemel, en tel de sterren, indien gij ze tellen kunt; en Hij zeide tot hem: Zo zal uw zaad zijn!
GEN.15.6|GEN|Genesis|16|6|6|En hij geloofde in de Heere ; en Hij rekende het hem tot gerechtigheid.
GEN.15.7|GEN|Genesis|16|7|7|Voorts zeide Hij tot hem: Ik ben de Heere , Die u uitgeleid heb uit Ur der Chaldeën, om u dit land te geven, om dat erfelijk te bezitten.
GEN.15.8|GEN|Genesis|16|8|8|En hij zeide: Heere, Heere ! waarbij zal ik weten, dat ik het erfelijk bezitten zal?
GEN.15.9|GEN|Genesis|16|9|9|En Hij zeide tot hem: Neem Mij een driejarige vaars, en een driejarige geit, en een driejarige ram, en een tortelduif, en een jonge duif.
GEN.15.10|GEN|Genesis|16|10|10|En hij bracht Hem deze alle, en hij deelde ze middendoor, en hij legde elks deel tegenover het andere; maar het gevogelte deelde hij niet.
GEN.15.11|GEN|Genesis|16|11|11|En het wild gevogelte kwam neer op het aas; maar Abram joeg het weg.
GEN.15.12|GEN|Genesis|16|12|12|En het geschiedde, als de zon was aan het ondergaan, zo viel een diepe slaap op Abram; en ziet, een schrik, en grote duisternis viel op hem.
GEN.15.13|GEN|Genesis|16|13|13|Toen zeide Hij tot Abram: Weet voorzeker, dat uw zaad vreemd zal zijn in een land, dat het hunne niet is, en zij zullen hen dienen, en zij zullen hen verdrukken vierhonderd jaren.
GEN.15.14|GEN|Genesis|16|14|14|Doch Ik zal het volk ook richten, dat zij zullen dienen; en daarna zullen zij uittrekken met grote have.
GEN.15.15|GEN|Genesis|16|15|15|En gij zult tot uw vaderen gaan met vrede; gij zult in goede ouderdom begraven worden.
GEN.15.16|GEN|Genesis|16|16|16|En het vierde geslacht zal hierheen weerkeren; want de ongerechtigheid der Amorieten is tot nog toe niet volkomen.
GEN.15.17|GEN|Genesis|16|17|17|En het geschiedde, dat de zon onderging en het duister werd, en ziet, daar was een rokende oven en vurige fakkel, die tussen die stukken doorging.
GEN.15.18|GEN|Genesis|16|18|18|Op dezelfde dag maakte de Heere een verbond met Abram, zeggende: Aan uw zaad heb Ik dit land gegeven, van de rivier van Egypte af, tot aan die grote rivier, de rivier Frath:
GEN.15.19|GEN|Genesis|16|19|19|De Keniet, en de Keniziet, en de Kadmoniet,
GEN.15.20|GEN|Genesis|16|20|20|En de Hethiet, en de Fereziet, en de Refaieten,
GEN.15.21|GEN|Genesis|16|21|21|En de Amoriet, en de Kanaäniet, en de Girgaziet, en de Jebusiet.
GEN.16.1|GEN|Genesis|17|1|1|Doch Sarai, Abrams vrouw, baarde hem niet; en zij had een Egyptische dienstmaagd, wier naam was Hagar.
GEN.16.2|GEN|Genesis|17|2|2|Zo zeide Sarai tot Abram: Zie toch, de Heere heeft mij toegesloten, dat ik niet bare; ga toch in tot mijn dienstmaagd, misschien zal ik uit haar gebouwd worden. En Abram hoorde naar de stem van Sarai.
GEN.16.3|GEN|Genesis|17|3|3|Zo nam Sarai, Abrams vrouw, de Egyptische Hagar, haar dienstmaagd, ten einde van tien jaren, die Abram in het land Kanaän gewoond had, en zij gaf haar aan Abram, haar man, hem tot een vrouw.
GEN.16.4|GEN|Genesis|17|4|4|En hij ging in tot Hagar, en zij ontving. Toen zij nu zag, dat zij ontvangen had, zo werd haar vrouw veracht in haar ogen.
GEN.16.5|GEN|Genesis|17|5|5|Toen zeide Sarai tot Abram: Mijn ongelijk is op u; ik heb mijn dienstmaagd in uw schoot gegeven; nu zij ziet, dat zij ontvangen heeft, zo ben ik veracht in haar ogen; de Heere richte tussen mij en tussen u!
GEN.16.6|GEN|Genesis|17|6|6|En Abram zeide tot Sarai: Zie uw dienstmaagd is in uw hand; doe haar, wat goed is in uw ogen. En Sarai vernederde haar, en zij vluchtte van haar aangezicht.
GEN.16.7|GEN|Genesis|17|7|7|En de Engel des Heeren vond haar aan een waterfontein in de woestijn, aan de fontein op de weg van Sur.
GEN.16.8|GEN|Genesis|17|8|8|En hij zeide: Hagar, gij, dienstmaagd van Sarai! van waar komt gij, en waar zult gij heengaan? En zij zeide: Ik ben vluchtende van het aangezicht van mijn vrouw Sarai!
GEN.16.9|GEN|Genesis|17|9|9|Toen zeide de Engel des Heeren tot haar: Keer weer tot uw vrouw, en verneder u onder haar handen.
GEN.16.10|GEN|Genesis|17|10|10|Voorts zeide de Engel des Heeren tot haar: Ik zal uw zaad zeer vermenigvuldigen, zodat het vanwege de menigte niet zal geteld worden.
GEN.16.11|GEN|Genesis|17|11|11|Ook zeide de Engel des Heeren tot haar: Zie, gij zijt zwanger, en zult een zoon baren, en gij zult zijn naam Ismaël noemen, omdat de Heere uw verdrukking aangehoord heeft.
GEN.16.12|GEN|Genesis|17|12|12|En hij zal een woudezel van een mens zijn; zijn hand zal tegen allen zijn, en de hand van allen tegen hem; en hij zal wonen voor het aangezicht van al zijn broeders.
GEN.16.13|GEN|Genesis|17|13|13|En zij noemde de Naam des Heeren , Die tot haar sprak: Gij, God des aanziens! want zij zeide: Heb ik ook hier gezien naar Hem, Die mij aanziet?
GEN.16.14|GEN|Genesis|17|14|14|Daarom noemde men die put, de put Lachai-Rói; ziet, hij is tussen Kades en tussen Bered.
GEN.16.15|GEN|Genesis|17|15|15|En Hagar baarde Abram een zoon; en Abram noemde de naam van zijn zoon, die Hagar gebaard had, Ismaël.
GEN.16.16|GEN|Genesis|17|16|16|En Abram was zes en tachtig jaren oud, toen Hagar Ismaël aan Abram baarde.
GEN.17.1|GEN|Genesis|18|1|1|Toen nu Abram negen en negentig jaren oud was, zo verscheen de Heere aan Abram, en zeide tot hem: Ik ben God, de Almachtige! Wandel voor Mijn aangezicht, en wees oprecht!
GEN.17.2|GEN|Genesis|18|2|2|En Ik zal Mijn verbond stellen tussen Mij en tussen u, en Ik zal u gans zeer vermenigvuldigen.
GEN.17.3|GEN|Genesis|18|3|3|Toen viel Abram op zijn aangezicht, en God sprak met hem, zeggende:
GEN.17.4|GEN|Genesis|18|4|4|Mij aangaande, zie, Mijn verbond is met u; en gij zult tot een vader van menigte der volken worden!
GEN.17.5|GEN|Genesis|18|5|5|En uw naam zal niet meer genoemd worden Abram; maar uw naam zal wezen Abraham; want Ik heb u gesteld tot een vader van menigte der volken.
GEN.17.6|GEN|Genesis|18|6|6|En Ik zal u gans zeer vruchtbaar maken, en Ik zal u tot volken stellen, en koningen zullen uit u voortkomen.
GEN.17.7|GEN|Genesis|18|7|7|En Ik zal Mijn verbond oprichten tussen Mij en tussen u, en tussen uw zaad na u in hun geslachten, tot een eeuwig verbond, om u te zijn tot een God, en uw zaad na u.
GEN.17.8|GEN|Genesis|18|8|8|En Ik zal u, en uw zaad na u, het land van uw vreemdelingschappen geven, het gehele land Kanaän, tot eeuwige bezitting; en Ik zal hun tot een God zijn.
GEN.17.9|GEN|Genesis|18|9|9|Voorts zeide God tot Abraham: Gij nu zult Mijn verbond houden, gij, en uw zaad na u, in hun geslachten.
GEN.17.10|GEN|Genesis|18|10|10|Dit is Mijn verbond, dat gij houden zult tussen Mij, en tussen u, en tussen uw zaad na u: dat al wat mannelijk is, u besneden worde.
GEN.17.11|GEN|Genesis|18|11|11|En gij zult het vlees van uw voorhuid besnijden; en  dat zal tot een teken zijn van het verbond tussen Mij en tussen u.
GEN.17.12|GEN|Genesis|18|12|12|Een zoontje dan van acht dagen zal u besneden worden, al wat mannelijk is in uw geslachten: de ingeborene van het huis, en de gekochte met geld van iedere vreemde, die niet is van uw zaad;
GEN.17.13|GEN|Genesis|18|13|13|De ingeborene van uw huis, en de gekochte met uw geld zal zeker besneden worden; en Mijn verbond zal zijn in uw vlees, tot een eeuwig verbond.
GEN.17.14|GEN|Genesis|18|14|14|En wat mannelijk is, de voorhuid hebbende, die het vlees van de voorhuid niet zal besneden worden, die ziel zal uit haar volken uitgeroeid worden; hij heeft Mijn verbond gebroken.
GEN.17.15|GEN|Genesis|18|15|15|Nog zeide God tot Abraham: Gij zult de naam van uw vrouw Sarai, niet Sarai noemen; maar haar naam zal zijn Sara.
GEN.17.16|GEN|Genesis|18|16|16|Want Ik zal haar zegenen, en u ook uit haar een zoon geven; ja, Ik zal haar zegenen, zodat zij tot volken worden zal: koningen der volken zullen uit haar worden!
GEN.17.17|GEN|Genesis|18|17|17|Toen viel Abraham op zijn aangezicht, en hij lachte; en hij zeide in zijn hart: Zal een, die honderd jaren oud is, een kind geboren worden; en zal Sara, die negentig jaren oud is, baren?
GEN.17.18|GEN|Genesis|18|18|18|En Abraham zeide tot God: Och, dat Ismaël mocht leven voor Uw aangezicht!
GEN.17.19|GEN|Genesis|18|19|19|En God zeide: Voorwaar, Sara, uw vrouw, zal u een zoon baren, en gij zult zijn naam noemen Izak; en Ik zal Mijn verbond met hem oprichten, tot een eeuwig verbond voor zijn zaad na hem.
GEN.17.20|GEN|Genesis|18|20|20|En aangaande Ismaël heb Ik u verhoord; zie, Ik heb hem gezegend, en zal hem vruchtbaar maken, en hem gans zeer vermenigvuldigen; twaalf vorsten zal hij gewinnen, en Ik zal hem tot een groot volk stellen;
GEN.17.21|GEN|Genesis|18|21|21|Maar Mijn verbond zal Ik met Izak oprichten, die u Sara op deze gezette tijd in het andere jaar baren zal.
GEN.17.22|GEN|Genesis|18|22|22|En Hij eindigde met hem te spreken, en God voer op van Abraham.
GEN.17.23|GEN|Genesis|18|23|23|Toen nam Abraham zijn zoon Ismaël, en al de ingeborenen van zijn huis, en alle gekochten met zijn geld, al wat mannelijk was onder de lieden van het huis van Abraham, en hij besneed het vlees van hun voorhuid, juist op dezelfde dag, zoals God met hem gesproken had.
GEN.17.24|GEN|Genesis|18|24|24|En Abraham was oud negen en negentig jaren, toen hem het vlees van zijn voorhuid besneden werd.
GEN.17.25|GEN|Genesis|18|25|25|En Ismaël, zijn zoon, was dertien jaren oud, toen hem het vlees van zijn voorhuid besneden werd.
GEN.17.26|GEN|Genesis|18|26|26|Juist op deze zelfde dag werd Abraham besneden, en Ismaël, zijn zoon.
GEN.17.27|GEN|Genesis|18|27|27|En alle mannen van zijn huis, de ingeborenen van het huis, en de gekochten met geld, van de vreemde af, werden met hem besneden.
GEN.18.1|GEN|Genesis|19|1|1|Daarna verscheen hem de Heere aan de eikenbossen van Mamre, toen hij in de deur van de tent zat, toen de dag heet werd.
GEN.18.2|GEN|Genesis|19|2|2|En hij hief zijn ogen op en zag; en ziet, daar stonden drie mannen tegenover hem; toen hij hen zag, zo liep hij hun tegemoet van de deur van de tent, en boog zich ter aarde.
GEN.18.3|GEN|Genesis|19|3|3|En hij zeide: Heere ! heb ik nu genade gevonden in Uw ogen, zo gaat toch niet aan Uw knecht voorbij.
GEN.18.4|GEN|Genesis|19|4|4|Dat toch een weinig water gebracht worde, en wast Uw voeten, en leunt onder deze boom.
GEN.18.5|GEN|Genesis|19|5|5|En ik zal een bete broods halen, dat Gij Uw hart sterkt; daarna zult Gij voortgaan, daarom omdat Gij tot Uw knecht overgekomen zijt. En zij zeiden: Doe zoals gij gesproken hebt.
GEN.18.6|GEN|Genesis|19|6|6|En Abraham haastte zich naar de tent tot Sara, en hij zeide: Haast u; kneed drie maten meelbloem, en maak koeken.
GEN.18.7|GEN|Genesis|19|7|7|En Abraham liep tot de runderen, en hij nam een kalf, teder en goed, en hij gaf het aan de knecht, die zich haastte, om dat toe te bereiden.
GEN.18.8|GEN|Genesis|19|8|8|En hij nam boter en melk, en het kalf, dat hij toebereid had, en hij zette het hun voor, en stond bij hen onder die boom, en zij aten.
GEN.18.9|GEN|Genesis|19|9|9|Toen zeiden zij tot hem: Waar is Sara, uw vrouw? En hij zeide: Ziet, in de tent.
GEN.18.10|GEN|Genesis|19|10|10|En Hij zeide: Ik zal voorzeker weer tot u komen, omtrent deze tijd des levens; en zie, Sara, uw vrouw, zal een zoon hebben! En Sara hoorde het aan de deur van de tent, die achter Hem was.
GEN.18.11|GEN|Genesis|19|11|11|Abraham nu en Sara waren oud en wel bedaagd; het had Sara opgehouden te gaan naar de wijze der vrouwen.
GEN.18.12|GEN|Genesis|19|12|12|Zo lachte Sara bij zichzelf, zeggende: Zal ik wellust hebben, nadat ik oud geworden ben, en mijn heer oud is?
GEN.18.13|GEN|Genesis|19|13|13|En de Heere zeide tot Abraham: Waarom heeft Sara gelachen, zeggende: Zou ik ook waarlijk baren, nu ik oud geworden ben?
GEN.18.14|GEN|Genesis|19|14|14|Zou iets voor de Heere te wonderlijk zijn? Ter gezetter tijd zal Ik weer tot u komen, omtrent deze tijd des levens, en Sara zal een zoon hebben!
GEN.18.15|GEN|Genesis|19|15|15|En Sara loochende het, zeggende: Ik heb niet gelachen; want zij vreesde. En Hij zeide: Neen! maar gij hebt gelachen.
GEN.18.16|GEN|Genesis|19|16|16|Toen stonden die mannen op van daar, en zagen naar Sódom toe; en Abraham ging met hen, om hen te geleiden.
GEN.18.17|GEN|Genesis|19|17|17|En de Heere zeide: Zal Ik voor Abraham verbergen, wat Ik doe?
GEN.18.18|GEN|Genesis|19|18|18|Aangezien Abraham gewis tot een groot en machtig volk worden zal, en alle volken der aarde in hem gezegend zullen worden?
GEN.18.19|GEN|Genesis|19|19|19|Want Ik heb hem gekend, opdat hij zijn kinderen en zijn huis na hem zou bevelen, en zij de weg des Heeren houden, om te doen gerechtigheid en gericht; opdat de Heere over Abraham brenge, wat Hij over hem gesproken heeft.
GEN.18.20|GEN|Genesis|19|20|20|Voorts zeide de Heere : Daar het geroep van Sódom en Gomórra groot is, en omdat hun zonde zeer zwaar is,
GEN.18.21|GEN|Genesis|19|21|21|Zal Ik nu afgaan en bezien, of zij naar hun geroep, dat tot Mij gekomen is, het uiterste gedaan hebben, en zo niet, Ik zal het weten.
GEN.18.22|GEN|Genesis|19|22|22|Toen keerden die mannen het aangezicht van daar, en gingen naar Sódom; maar Abraham bleef nog staande voor het aangezicht des Heeren .
GEN.18.23|GEN|Genesis|19|23|23|En Abraham trad toe, en zeide: Zult Gij ook de rechtvaardige met de goddeloze ombrengen?
GEN.18.24|GEN|Genesis|19|24|24|Misschien zijn er vijftig rechtvaardigen in de stad; zult Gij hen ook ombrengen, en de plaats niet sparen, om de vijftig rechtvaardigen, die binnen haar zijn?
GEN.18.25|GEN|Genesis|19|25|25|Het zij verre van U, zulk een ding te doen, te doden de rechtvaardige met de goddeloze! dat de rechtvaardige zij gelijk de goddeloze, verre zij het van U! zou de Rechter der ganse aarde geen recht doen?
GEN.18.26|GEN|Genesis|19|26|26|Toen zeide de Heere : Zo Ik te Sódom binnen de stad vijftig rechtvaardigen zal vinden, zo zal Ik de ganse plaats sparen om hunnentwil.
GEN.18.27|GEN|Genesis|19|27|27|En Abraham antwoordde en zeide: Zie toch; ik heb mij onderwonden te spreken tot de Heere, hoewel ik stof en as ben!
GEN.18.28|GEN|Genesis|19|28|28|Misschien zullen aan de vijftig rechtvaardigen vijf ontbreken; zult Gij dan om vijf de ganse stad verderven? En Hij zeide: Ik zal haar niet verderven, zo Ik er vijf en veertig zal vinden.
GEN.18.29|GEN|Genesis|19|29|29|En hij voer voort nog tot Hem te spreken, en zeide: Misschien zullen aldaar veertig gevonden worden! En Hij zeide: Ik zal het niet doen ter wille van de veertig.
GEN.18.30|GEN|Genesis|19|30|30|Voorts zeide hij: Dat toch de Heere niet ontsteke, dat ik spreek; misschien zullen aldaar dertig gevonden worden! En Hij zeide: Ik zal het niet doen, zo Ik er aldaar dertig zal vinden.
GEN.18.31|GEN|Genesis|19|31|31|En hij zeide: Zie toch, ik heb mij onderwonden te spreken tot de Heere; misschien zullen er twintig gevonden worden! En Hij zeide: Ik zal haar niet verderven ter wille van de twintig.
GEN.18.32|GEN|Genesis|19|32|32|Nog zeide hij: Dat toch de Heere niet ontsteke, dat ik alleen ditmaal spreek: misschien zullen er tien gevonden worden. En Hij zeide: Ik zal haar niet verderven ter wille van de tien.
GEN.18.33|GEN|Genesis|19|33|33|Toen ging de Heere weg, als Hij geëindigd had tot Abraham te spreken; en Abraham keerde weer naar zijn plaats.
GEN.19.1|GEN|Genesis|20|1|1|En die twee engelen kwamen te Sódom in de avond; en Lot zat in de poort te Sódom; en toen Lot hen zag, stond hij op hun tegemoet, en boog zich met het aangezicht ter aarde.
GEN.19.2|GEN|Genesis|20|2|2|En hij zeide: Ziet nu, mijne heren! keert toch in ten huize van uw knecht, en vernacht, en wast uw voeten; en gij zult vroeg opstaan, en uws weegs gaan. En zij zeiden: Neen, maar wij zullen op de straat vernachten.
GEN.19.3|GEN|Genesis|20|3|3|En hij hield bij hen zeer aan, zodat zij tot hem inkeerden, en in zijn huis kwamen; en hij maakte hun een maaltijd, en bakte ongezuurde koeken, en zij aten.
GEN.19.4|GEN|Genesis|20|4|4|Eer zij zich te slapen legden, zo hebben de mannen van die stad, de mannen van Sódom, van de jongste tot de oudste toe, dat huis omsingeld, het ganse volk, van het uiterste einde af.
GEN.19.5|GEN|Genesis|20|5|5|En zij riepen Lot toe, en zeiden tot hem: Waar zijn die mannen, die deze nacht tot u gekomen zijn? breng hen uit tot ons, opdat wij ze bekennen.
GEN.19.6|GEN|Genesis|20|6|6|Toen ging Lot uit tot hen aan de deur, en hij sloot de deur achter zich toe;
GEN.19.7|GEN|Genesis|20|7|7|En hij zeide: Mijn broeders! doet toch geen kwaad!
